acc,bioproject,organism,count,broad_cat,mbases,host,project_name,manual_annot,is_pig_assoc
SRR5215210,PRJNA364858,soil metagenome,8,other,26733,"[""not applicable""]",,(unnanotated),""
SRR22388275,PRJNA858913,groundwater metagenome,9,other,34689,,,(unnanotated),""
SRR8554511,PRJNA518253,soil metagenome,15,other,80440,"[""not applicable""]",,(unnanotated),""
SRR8925827,PRJNA533495,bioreactor metagenome,16,other,14836,"[""anaerobic digestor""]",,(unnanotated),""
SRR27204693,PRJNA1052411,seawater metagenome,9,other,21110,,,(unnanotated),""
SRR10556723,PRJNA465919,marine metagenome,12,other,63600,"[""not applicable""]",,(unnanotated),""
SRR25180566,PRJNA987828,sediment metagenome,9,other,19915,,,(unnanotated),""
SRR8925717,PRJNA533495,bioreactor metagenome,9,other,18323,"[""anaerobic digestor""]",,(unnanotated),""
SRR5451422,PRJNA367158,rhizosphere metagenome,12,other,51386,"[""not applicable""]",,(unnanotated),""
SRR22560190,PRJNA909573,bovine metagenome,8,other,12781,"[""bovine""]",,(unnanotated),""
SRR5581434,PRJNA375642,freshwater metagenome,13,other,50200,"[""not applicable""]",,(unnanotated),""
SRR21856589,PRJNA889212,marine sediment metagenome,16,other,73271,,,(unnanotated),""
SRR13892586,PRJNA707313,cold seep metagenome,16,other,63082,,,(unnanotated),""
SRR5215475,PRJNA364915,soil metagenome,13,other,47776,"[""not applicable""]",,(unnanotated),""
SRR17234069,PRJNA788992,sediment metagenome,9,other,22962,,,(unnanotated),""
SRR5456970,PRJNA365528,rhizosphere metagenome,11,other,57803,"[""not applicable""]",,(unnanotated),""
ERR3771463,PRJEB35849,Muntiacus reevesi,8,other,17610,,"[""Cervids hologenomics - deep""]",(unnanotated),""
SRR8239393,PRJNA506462,wastewater metagenome,14,other,81332,,,(unnanotated),""
SRR9021691,PRJNA539586,rhizosphere metagenome,10,other,65240,"[""Zea mays""]",,(unnanotated),""
SRR19053354,PRJNA834564,bovine gut metagenome,8,other,10566,"[""Holstein cows""]",,(unnanotated),""
SRR19330192,PRJNA838942,soil metagenome,8,other,20886,,,(unnanotated),""
SRR7615655,PRJNA468222,seawater metagenome,14,other,24467,"[""not applicable""]",,(unnanotated),""
SRR26421363,PRJNA1028847,mangrove metagenome,16,other,106247,"[""not applicable""]",,(unnanotated),""
SRR5277143,PRJNA365774,marine metagenome,9,other,22098,"[""not applicable""]",,(unnanotated),""
SRR17418338,PRJNA792486,goat gut metagenome,8,other,15068,"[""Black goat""]",,(unnanotated),""
SRR18148741,PRJNA810520,soil metagenome,8,other,30915,,,(unnanotated),""
SRR27458547,PRJNA1062367,groundwater metagenome,8,other,12023,,,(unnanotated),""
SRR8074311,PRJNA397176,marine metagenome,11,other,25988,,,(unnanotated),""
SRR22048023,PRJNA894374,sediment metagenome,10,other,20784,,,(unnanotated),""
ERR2272688,PRJEB24658,zooplankton environmental sample,13,other,69139,,,(unnanotated),""
SRR14219476,PRJNA721298,aquatic metagenome,15,other,39526,,,(unnanotated),""
SRR9915573,PRJNA559062,rhizosphere metagenome,9,other,24950,"[""Saccharum sp.""]",,(unnanotated),""
SRR29366193,PRJNA1119519,wetland metagenome,16,other,62739,,,(unnanotated),""
SRR10613488,PRJNA486429,air metagenome,8,other,7260,,,(unnanotated),""
ERR10048379,PRJEB52849,Equus asinus asinus,14,other,99073,,,(unnanotated),""
SRR9866665,PRJNA554776,Lawsonia intracellularis,12,other,13876,"[""Porcine-10""]",,(unnanotated),""
SRR8242820,PRJNA506496,fermentation metagenome,10,other,1089,,,(unnanotated),""
SRR16630540,PRJNA776090,soil metagenome,9,other,39501,"[""Citrus reticulata""]",,(unnanotated),""
SRR14878340,PRJNA523619,mollusc metagenome,10,other,15888,"[""Alviniconcha kojimai""]",,(unnanotated),""
SRR25180569,PRJNA987828,sediment metagenome,8,other,16419,,,(unnanotated),""
SRR8925756,PRJNA533495,bioreactor metagenome,16,other,19634,"[""anaerobic digestor""]",,(unnanotated),""
ERR10034896,PRJEB53918,aquaculture metagenome,13,other,52010,,"[""Microbiomes of small-scale aquaculture ponds in Bangladesh""]",(unnanotated),""
SRR9661247,PRJNA539514,fungus metagenome,9,other,66514,"[""not applicable""]",,(unnanotated),""
SRR12447089,PRJNA656110,wastewater metagenome,11,other,7806,,,(unnanotated),""
SRR8925769,PRJNA681092,bioreactor metagenome,13,other,18568,"[""anaerobic digestor""]",,(unnanotated),""
SRR3990180,PRJNA329912,freshwater metagenome,11,other,42353,"[""not applicable""]",,(unnanotated),""
SRR11893115,PRJNA521300,marine metagenome,9,other,65706,,,(unnanotated),""
SRR29660198,PRJNA1128034,rhizosphere metagenome,11,other,53889,"[""Triticum aestivum cv. Malacca""]",,(unnanotated),""
SRR24495960,PRJNA967692,marine sediment metagenome,10,other,20574,,,(unnanotated),""
ERR3771474,PRJEB35849,Cervus nippon,11,other,20716,,"[""Cervids hologenomics - deep""]",(unnanotated),""
SRR20000432,PRJNA853368,wastewater metagenome,11,other,33572,,,(unnanotated),""
SRR17274339,PRJNA783381,sheep gut metagenome,13,other,12955,"[""sheep129""]",,(unnanotated),""
SRR26457516,PRJNA1029122,soil metagenome,8,other,43776,"[""not applicable""]",,(unnanotated),""
SRR5819968,PRJNA365114,marine metagenome,16,other,57312,"[""not applicable""]",,(unnanotated),""
SRR12613308,PRJNA655009,marine sediment metagenome,12,other,37474,"[""not applicable""]",,(unnanotated),""
SRR10857081,PRJNA600179,mouse gut metagenome,13,other,12123,"[""Mus musculus""]",,(unnanotated),""
SRR17477667,PRJNA792913,soil metagenome,11,other,47347,"[""missing""]",,(unnanotated),""
SRR14573566,PRJNA728249,soil metagenome,8,other,48835,,,(unnanotated),""
SRR9668452,PRJNA553237,wastewater metagenome,14,other,14360,,,(unnanotated),""
SRR21524782,PRJNA878929,freshwater metagenome,9,other,27241,,,(unnanotated),""
SRR7971122,PRJNA469173,bovine gut metagenome,10,other,69977,"[""Bos taurus""]",,(unnanotated),""
SRR23318456,PRJNA611818,marine sediment metagenome,15,other,25923,,,(unnanotated),""
SRR26457240,PRJNA1029145,soil metagenome,12,other,60776,"[""not applicable""]",,(unnanotated),""
SRR10098298,PRJNA563872,bovine metagenome,12,other,10804,"[""Bos taurus""]",,(unnanotated),""
SRR15377977,PRJNA714922,soil metagenome,10,other,58605,,,(unnanotated),""
SRR13312995,PRJNA682830,soil metagenome,8,other,51608,,,(unnanotated),""
SRR8925815,PRJNA681092,bioreactor metagenome,16,other,24486,"[""anaerobic digestor""]",,(unnanotated),""
SRR9710810,PRJNA539173,peat metagenome,16,other,72115,"[""not applicable""]",,(unnanotated),""
ERR3211630,PRJEB31650,wastewater metagenome,8,other,2461,,,(unnanotated),""
SRR25727072,PRJNA1008123,biofilm metagenome,10,other,27466,,,(unnanotated),""
SRR26456186,PRJNA1028263,soil metagenome,13,other,16677,,,(unnanotated),""
SRR6195256,PRJNA366462,soil metagenome,9,other,19614,"[""not applicable""]",,(unnanotated),""
SRR30452384,PRJNA1152941,rhizosphere metagenome,8,other,115956,"[""Solanum lycopersicum""]",,(unnanotated),""
SRR29270189,PRJNA1119566,freshwater metagenome,9,other,29916,,,(unnanotated),""
SRR8745595,PRJNA527324,air metagenome,16,other,3344,"[""not applicable""]",,(unnanotated),""
SRR6266851,PRJNA406086,soil metagenome,8,other,35442,"[""not applicable""]",,(unnanotated),""
SRR3053149,PRJNA292471,bovine metagenome,14,other,6587,"[""Bos taurus""]",,(unnanotated),""
SRR13618034,PRJNA699174,air metagenome,16,other,2967,"[""not applicable""]",,(unnanotated),""
SRR26457440,PRJNA1029066,soil metagenome,13,other,67546,"[""not applicable""]",,(unnanotated),""
SRR13343632,PRJNA686811,bovine gut metagenome,11,other,10846,"[""cow""]",,(unnanotated),""
SRR8242823,PRJNA506496,fermentation metagenome,10,other,883,,,(unnanotated),""
ERR7438305,PRJEB48889,Rinodina peloleuca,16,other,11222,,,(unnanotated),""
SRR9948793,PRJNA559079,soil metagenome,11,other,39255,"[""Panax notoginseng""]",,(unnanotated),""
SRR7107121,PRJNA441442,freshwater metagenome,14,other,23155,"[""not applicable""]",,(unnanotated),""
SRR19605718,PRJNA846871,sediment metagenome,14,other,6365,"[""not applicable""]",,(unnanotated),""
ERR12084973,PRJNA429141,lake water metagenome,9,other,43114,,"[""PRJNA429141""]",(unnanotated),""
SRR14739668,PRJNA575161,sediment metagenome,16,other,53439,,,(unnanotated),""
SRR9021703,PRJNA539583,rhizosphere metagenome,10,other,63322,"[""Zea mays""]",,(unnanotated),""
SRR3989293,PRJNA330321,soil metagenome,12,other,52782,"[""not applicable""]",,(unnanotated),""
SRR25158237,PRJNA983538,soil metagenome,8,other,22881,,,(unnanotated),""
SRR6056514,PRJNA405461,rhizosphere metagenome,9,other,52710,"[""not applicable""]",,(unnanotated),""
SRR24495969,PRJNA967692,marine sediment metagenome,9,other,25796,,,(unnanotated),""
SRR24891249,PRJNA981443,Bos taurus,9,other,14798,,,(unnanotated),""
SRR10098297,PRJNA563872,bovine metagenome,14,other,14402,"[""Bos taurus""]",,(unnanotated),""
SRR23015434,PRJNA918702,insect metagenome,8,other,57072,"[""Apis mellifera""]",,(unnanotated),""
SRR5262249,PRJNA374886,soil metagenome,14,other,78193,,,(unnanotated),""
SRR3969907,PRJNA330024,soil metagenome,13,other,46324,"[""not applicable""]",,(unnanotated),""
SRR13325273,PRJNA687334,invertebrate metagenome,9,other,20928,"[""wild plants""]",,(unnanotated),""
SRR14493014,PRJNA728386,wastewater metagenome,8,other,14430,,,(unnanotated),""
ERR843250,PRJEB8813,biogas fermenter metagenome,9,other,12002,,,(unnanotated),""
SRR15377978,PRJNA714922,soil metagenome,12,other,62847,,,(unnanotated),""
SRR11613400,PRJNA620818,soil metagenome,10,other,57666,"[""not applicable""]",,(unnanotated),""
SRR25180572,PRJNA987828,sediment metagenome,12,other,19737,,,(unnanotated),""
SRR5574344,PRJNA386715,soil metagenome,16,other,11667,,,(unnanotated),""
SRR5256987,PRJNA365984,rhizosphere metagenome,9,other,52218,"[""not applicable""]",,(unnanotated),""
SRR10932013,PRJNA230567,bioreactor metagenome,9,other,27073,"[""not applicable""]",,(unnanotated),""
SRR17274351,PRJNA783381,sheep gut metagenome,10,other,9598,"[""sheep118""]",,(unnanotated),""
SRR10333604,PRJNA579034,Apostichopus japonicus,8,other,40728,,,(unnanotated),""
SRR14366763,PRJNA699054,groundwater metagenome,13,other,40425,,,(unnanotated),""
SRR29660187,PRJNA1128034,rhizosphere metagenome,12,other,75367,"[""Triticum aestivum cv. Chidham""]",,(unnanotated),""
ERR2200659,PRJEB23561,bovine metagenome,9,other,38491,,"[""Rumen metagenome""]",(unnanotated),""
ERR3589593,PRJEB9740,marine metagenome,11,other,43927,,"[""Tara Oceans Expedition (2009-2013)""]",(unnanotated),""
SRR25991873,PRJNA1013563,sediment metagenome,14,other,35384,,,(unnanotated),""
SRR12731286,PRJNA658576,invertebrate metagenome,10,other,54597,"[""Crassostrea virginica""]",,(unnanotated),""
SRR28060795,PRJNA1071982,wastewater metagenome,15,other,4140,"[""NA""]",,(unnanotated),""
SRR31012002,PRJNA1173490,mangrove metagenome,8,other,68123,"[""Avicennia alba""]",,(unnanotated),""
SRR9009769,PRJNA539697,soil metagenome,11,other,37621,"[""not applicable""]",,(unnanotated),""
SRR6831574,PRJNA364907,soil metagenome,11,other,59549,"[""not applicable""]",,(unnanotated),""
SRR20336967,PRJNA858011,seawater metagenome,9,other,30155,"[""not applicable""]",,(unnanotated),""
SRR5007118,PRJNA352798,marine metagenome,9,other,19242,,,(unnanotated),""
SRR27710291,PRJNA1065278,wastewater metagenome,9,other,41208,"[""Sludge""]",,(unnanotated),""
SRR8242828,PRJNA506496,fermentation metagenome,15,other,1266,,,(unnanotated),""
SRR8451832,PRJNA203445,food metagenome,14,other,79319,"[""Chicken""]",,(unnanotated),""
SRR11482331,PRJNA623064,dust metagenome,16,other,14393,"[""Sus scrofa""]",,(unnanotated),""
SRR22315506,PRJNA900590,landfill metagenome,16,other,52884,,,(unnanotated),""
SRR16526540,PRJNA768578,bioreactor sludge metagenome,16,other,144976,"[""not applicable""]",,(unnanotated),""
SRR20818750,PRJNA863608,sludge metagenome,14,other,5780,,,(unnanotated),""
SRR11678610,PRJNA621565,soil metagenome,10,other,45503,"[""not applicable""]",,(unnanotated),""
SRR28298048,PRJNA1086787,sediment metagenome,14,other,18805,"[""Mangrove""]",,(unnanotated),""
SRR25991877,PRJNA1013563,sediment metagenome,15,other,35402,,,(unnanotated),""
SRR5585388,PRJNA375667,rhizosphere metagenome,10,other,58476,"[""not applicable""]",,(unnanotated),""
ERR594345,PRJEB1788,marine metagenome,11,other,38080,,"[""Tara Oceans expedition (2009-2013)""]",(unnanotated),""
ERR7438486,PRJEB48889,Rinodina peloleuca,15,other,11270,,,(unnanotated),""
ERR10048400,PRJEB52849,Equus asinus asinus,14,other,115687,,,(unnanotated),""
SRR26457796,PRJNA1029099,soil metagenome,13,other,51263,"[""not applicable""]",,(unnanotated),""
SRR17650021,PRJNA798157,sediment metagenome,11,other,23338,,,(unnanotated),""
SRR13892602,PRJNA707313,cold seep metagenome,16,other,61679,,,(unnanotated),""
ERR10048408,PRJEB52849,Equus asinus asinus,15,other,150807,,,(unnanotated),""
SRR8242849,PRJNA506496,fermentation metagenome,15,other,1013,,,(unnanotated),""
ERR2843944,PRJEB29213,marine metagenome,16,other,60823,,"[""Kwangyang bay ocean virome""]",(unnanotated),""
SRR8881010,PRJNA531780,wetland metagenome,13,other,60105,"[""not applicable""]",,(unnanotated),""
SRR6425821,PRJNA427653,sheep metagenome,14,other,15472,"[""Sheep""]",,(unnanotated),""
SRR23086379,PRJNA919165,sediment metagenome,16,other,90370,"[""not collected""]",,(unnanotated),""
SRR7080638,PRJNA441411,seawater metagenome,12,other,30207,"[""not applicable""]",,(unnanotated),""
SRR2657594,PRJNA292297,marine sediment metagenome,15,other,62601,,,(unnanotated),""
SRR10143270,PRJNA1007388,wetland metagenome,16,other,109321,,,(unnanotated),""
SRR23318461,PRJNA611818,marine sediment metagenome,13,other,29077,,,(unnanotated),""
SRR29876929,PRJNA1137092,bioreactor metagenome,12,other,18888,,,(unnanotated),""
SRR11729891,PRJNA630807,wastewater metagenome,8,other,18397,"[""not applicable""]",,(unnanotated),""
SRR4051812,PRJNA330069,soil metagenome,10,other,47691,"[""not applicable""]",,(unnanotated),""
SRR5195127,PRJNA362455,rhizosphere metagenome,8,other,34594,,,(unnanotated),""
SRR8790590,PRJNA529320,marine metagenome,11,other,23203,,,(unnanotated),""
SRR9866652,PRJNA554776,Lawsonia intracellularis,13,other,29275,"[""Equine-6""]",,(unnanotated),""
SRR29445142,PRJNA1125130,Fibrobacteria,11,other,14355,"[""horse""]",,(unnanotated),""
SRR8497103,PRJNA513416,biofilm metagenome,8,other,17874,"[""not applicable""]",,(unnanotated),""
ERR4194708,PRJEB38681,lake water metagenome,9,other,7466,,"[""microbes in stratified freshwaters""]",(unnanotated),""
SRR16630533,PRJNA776090,soil metagenome,8,other,38101,"[""Citrus reticulata""]",,(unnanotated),""
SRR6963587,PRJNA444019,sediment metagenome,11,other,30546,"[""not applicable""]",,(unnanotated),""
SRR12684511,PRJNA654117,sediment metagenome,11,other,65644,"[""not applicable""]",,(unnanotated),""
SRR19605704,PRJNA846871,sediment metagenome,15,other,7608,"[""not applicable""]",,(unnanotated),""
ERR12177254,PRJEB66489,marine metagenome,8,other,41276,,"[""SOLA microbial time series metagenomes""]",(unnanotated),""
SRR2657566,PRJNA292297,marine sediment metagenome,16,other,61310,,,(unnanotated),""
SRR3499607,PRJNA319008,bioreactor metagenome,8,other,3575,,,(unnanotated),""
SRR25180552,PRJNA987828,sediment metagenome,9,other,15742,,,(unnanotated),""
SRR10168430,PRJNA573810,sediment metagenome,14,other,56265,"[""not applicable""]",,(unnanotated),""
SRR8554900,PRJNA520979,soil metagenome,14,other,163541,"[""soil""]",,(unnanotated),""
SRR26901924,PRJNA1042791,brine metagenome,11,other,35798,,,(unnanotated),""
ERR10034878,PRJEB53918,aquaculture metagenome,12,other,47350,,"[""Microbiomes of small-scale aquaculture ponds in Bangladesh""]",(unnanotated),""
SRR6957160,PRJNA444385,rhizosphere metagenome,15,other,56097,"[""Miscanthus""]",,(unnanotated),""
SRR18653132,PRJNA823908,seawater metagenome,14,other,61533,,,(unnanotated),""
SRR22213167,PRJNA898608,bovine gut metagenome,10,other,7650,"[""Bos taurus indicus""]",,(unnanotated),""
SRR5437764,PRJNA365691,soil metagenome,8,other,25196,"[""not applicable""]",,(unnanotated),""
SRR3181124,PRJNA309291,bovine gut metagenome,12,other,13160,"[""Bos taurus""]",,(unnanotated),""
SRR7080722,PRJNA441631,marine metagenome,13,other,38805,"[""not applicable""]",,(unnanotated),""
SRR23702710,PRJNA937402,peat metagenome,9,other,41955,,,(unnanotated),""
SRR31127810,PRJNA1153624,bovine gut metagenome,8,other,25815,"[""bovine""]",,(unnanotated),""
SRR14219478,PRJNA721298,aquatic metagenome,15,other,38764,,,(unnanotated),""
SRR8451813,PRJNA203445,food metagenome,10,other,102970,"[""Chicken""]",,(unnanotated),""
SRR7615962,PRJNA469107,seawater metagenome,11,other,28485,"[""not applicable""]",,(unnanotated),""
SRR6206236,PRJNA405783,termite gut metagenome,8,other,45583,"[""Cubitermes""]",,(unnanotated),""
SRR10466858,PRJNA365638,freshwater metagenome,16,other,65237,"[""not applicable""]",,(unnanotated),""
SRR20217211,PRJNA808857,freshwater sediment metagenome,16,other,56509,,,(unnanotated),""
SRR3053141,PRJNA292471,bovine metagenome,9,other,4370,"[""Bos taurus""]",,(unnanotated),""
SRR7132590,PRJNA439819,sediment metagenome,9,other,22822,"[""not applicable""]",,(unnanotated),""
SRR12261223,PRJNA646991,freshwater metagenome,9,other,28566,,,(unnanotated),""
SRR13618039,PRJNA699174,air metagenome,16,other,2400,"[""not applicable""]",,(unnanotated),""
SRR5919205,PRJNA317932,soil metagenome,8,other,25303,,,(unnanotated),""
SRR9044101,PRJNA539705,soil metagenome,9,other,39239,"[""not applicable""]",,(unnanotated),""
SRR28346255,PRJNA1007388,soil metagenome,10,other,25844,,,(unnanotated),""
SRR20336963,PRJNA858011,seawater metagenome,15,other,41228,"[""not applicable""]",,(unnanotated),""
SRR13958300,PRJNA695572,sediment metagenome,8,other,35627,,,(unnanotated),""
SRR24891243,PRJNA981443,Bos taurus,9,other,12680,,,(unnanotated),""
SRR29517085,PRJNA1125719,bovine gut metagenome,10,other,14860,"[""Bos taurus""]",,(unnanotated),""
SRR8144075,PRJNA503328,Cassidulina limbata,9,other,54367,,,(unnanotated),""
SRR11482322,PRJNA623064,dust metagenome,16,other,12056,"[""Sus scrofa""]",,(unnanotated),""
SRR1926130,PRJNA278090,root metagenome,14,other,47951,"[""Sugarcane""]",,(unnanotated),""
SRR11608765,PRJNA1007388,wetland metagenome,16,other,134986,,,(unnanotated),""
SRR2657549,PRJNA292297,marine sediment metagenome,16,other,107742,,,(unnanotated),""
SRR17274341,PRJNA783381,sheep gut metagenome,10,other,10665,"[""sheep127""]",,(unnanotated),""
SRR3954473,PRJNA330069,soil metagenome,11,other,51850,"[""not applicable""]",,(unnanotated),""
SRR5195137,PRJNA362455,rhizosphere metagenome,11,other,34829,,,(unnanotated),""
SRR3181135,PRJNA309291,bovine gut metagenome,11,other,13738,"[""Bos taurus""]",,(unnanotated),""
SRR1926128,PRJNA278090,root metagenome,15,other,48501,"[""Sugarcane""]",,(unnanotated),""
SRR22721166,PRJNA911343,Brevundimonas vesicularis,9,other,27389,"[""Environment""]",,(unnanotated),""
SRR24579364,PRJNA972502,soil metagenome,11,other,25660,,,(unnanotated),""
SRR16523141,PRJNA708968,bioreactor sludge metagenome,8,other,19008,,,(unnanotated),""
SRR10072863,PRJNA563777,marine sediment metagenome,16,other,44347,,,(unnanotated),""
SRR26992858,PRJNA945245,activated sludge metagenome,9,other,41910,"[""not applicable""]",,(unnanotated),""
SRR7066493,PRJNA433242,marine sediment metagenome,10,other,14716,,,(unnanotated),""
SRR4028173,PRJNA330601,marine metagenome,11,other,42528,,,(unnanotated),""
SRR16526851,PRJNA708973,bioreactor sludge metagenome,16,other,76873,,,(unnanotated),""
SRR10613574,PRJNA486429,air metagenome,10,other,7691,,,(unnanotated),""
SRR25893896,PRJNA1009937,sediment metagenome,10,other,28431,,,(unnanotated),""
SRR21607480,PRJNA879230,hydrothermal vent metagenome,9,other,44204,,,(unnanotated),""
SRR24891232,PRJNA981443,Bos taurus,9,other,14559,,,(unnanotated),""
SRR5439720,PRJNA365886,soil metagenome,11,other,67393,"[""not applicable""]",,(unnanotated),""
SRR12358632,PRJNA649861,mouse gut metagenome,10,other,56795,"[""BALB/c""]",,(unnanotated),""
SRR20115229,PRJNA748109,chicken gut metagenome,16,other,117987,"[""Gallus gallus""]",,(unnanotated),""
SRR6184671,PRJNA406038,soil metagenome,14,other,59204,"[""not applicable""]",,(unnanotated),""
SRR12358617,PRJNA649861,mouse gut metagenome,10,other,57759,"[""BALB/c""]",,(unnanotated),""
SRR11566517,PRJNA308326,subsurface metagenome,8,other,63720,"[""not applicable""]",,(unnanotated),""
SRR16631312,PRJNA776043,sediment metagenome,14,other,62656,,,(unnanotated),""
SRR12613928,PRJNA655042,marine metagenome,13,other,56206,"[""not applicable""]",,(unnanotated),""
SRR26824595,PRJNA1040231,bovine gut metagenome,13,other,28030,"[""Bos taurus""]",,(unnanotated),""
SRR23318454,PRJNA611818,marine sediment metagenome,12,other,29398,,,(unnanotated),""
SRR13588983,PRJNA698060,rhizosphere metagenome,8,other,25817,"[""missing""]",,(unnanotated),""
SRR8558718,PRJNA518289,soil metagenome,9,other,45564,"[""not applicable""]",,(unnanotated),""
SRR5195115,PRJNA362455,rhizosphere metagenome,9,other,34732,,,(unnanotated),""
SRR26457752,PRJNA1029085,soil metagenome,9,other,57743,"[""not applicable""]",,(unnanotated),""
SRR6057435,PRJNA405470,subsurface metagenome,11,other,31387,"[""not applicable""]",,(unnanotated),""
SRR5195130,PRJNA362455,rhizosphere metagenome,11,other,34862,,,(unnanotated),""
SRR25991868,PRJNA1013563,sediment metagenome,15,other,35396,,,(unnanotated),""
SRR24739299,PRJNA975592,seawater metagenome,9,other,34807,,,(unnanotated),""
SRR3181115,PRJNA309291,bovine gut metagenome,10,other,12750,"[""Bos taurus""]",,(unnanotated),""
SRR3954450,PRJNA330082,soil metagenome,9,other,52283,"[""not applicable""]",,(unnanotated),""
SRR9023131,PRJNA539591,rhizosphere metagenome,11,other,80181,"[""Zea mays""]",,(unnanotated),""
SRR6056499,PRJNA406024,rhizosphere metagenome,12,other,56003,"[""not applicable""]",,(unnanotated),""
DRR439646,PRJDB8832,fossil metagenome,12,other,141010,,"[""Ancient DNA reveals multiple origins and migration waves of extinct Japanese brown bear lineages""]",(unnanotated),""
SRR9663097,PRJNA539360,marine metagenome,14,other,39274,"[""not applicable""]",,(unnanotated),""
SRR5456833,PRJNA365520,rhizosphere metagenome,11,other,55061,"[""not applicable""]",,(unnanotated),""
SRR9659500,PRJNA539508,fungus metagenome,8,other,75295,"[""not applicable""]",,(unnanotated),""
SRR10769900,PRJNA591725,wastewater metagenome,15,other,16036,"[""soil in the pig farm A""]",,(unnanotated),""
SRR11697952,PRJNA621508,wetland metagenome,9,other,15260,"[""not applicable""]",,(unnanotated),""
SRR9662895,PRJNA539355,marine metagenome,9,other,22771,"[""not applicable""]",,(unnanotated),""
SRR8925725,PRJNA533495,bioreactor metagenome,16,other,17372,"[""anaerobic digestor""]",,(unnanotated),""
SRR2657224,PRJNA292297,marine sediment metagenome,16,other,76427,,,(unnanotated),""
SRR7614767,PRJNA483005,sediment metagenome,16,other,57691,,,(unnanotated),""
SRR30303698,PRJNA1122929,marine metagenome,9,other,31257,,,(unnanotated),""
SRR21892040,PRJNA887701,freshwater metagenome,9,other,34296,"[""miss""]",,(unnanotated),""
SRR11343837,PRJNA611818,marine sediment metagenome,10,other,24445,,,(unnanotated),""
ERR2653388,PRJEB26788,air metagenome,8,other,9022,,"[""Shotgun_Metagenmics""]",(unnanotated),""
SRR30303319,PRJNA1122929,marine metagenome,9,other,36042,,,(unnanotated),""
SRR3308881,PRJNA268031,groundwater metagenome,12,other,40209,,,(unnanotated),""
SRR29884468,PRJNA1137330,peat metagenome,9,other,43835,,,(unnanotated),""
SRR9617948,PRJNA539334,sediment metagenome,15,other,52861,"[""not applicable""]",,(unnanotated),""
SRR18218242,PRJNA810925,soil metagenome,12,other,50482,"[""not applicable""]",,(unnanotated),""
SRR26457740,PRJNA1029128,soil metagenome,10,other,62723,"[""not applicable""]",,(unnanotated),""
SRR27204720,PRJNA1052411,seawater metagenome,10,other,30900,,,(unnanotated),""
SRR5246785,PRJNA366360,wetland metagenome,16,other,54978,"[""not applicable""]",,(unnanotated),""
SRR9045814,PRJNA539527,sediment metagenome,16,other,45223,"[""not applicable""]",,(unnanotated),""
SRR8062355,PRJNA326482,marine metagenome,13,other,23863,,,(unnanotated),""
SRR9045820,PRJNA539531,sediment metagenome,12,other,25548,"[""not applicable""]",,(unnanotated),""
SRR19330225,PRJNA838942,soil metagenome,8,other,20895,,,(unnanotated),""
ERR2612536,PRJEB27088,sediment metagenome,12,other,47233,,"[""Metagenomic analysis of the Ganges river sediment samples""]",(unnanotated),""
SRR16523992,PRJNA708967,bioreactor sludge metagenome,16,other,24726,,,(unnanotated),""
SRR11696600,PRJNA621502,wetland metagenome,8,other,19711,"[""not applicable""]",,(unnanotated),""
SRR25180551,PRJNA987828,sediment metagenome,9,other,16373,,,(unnanotated),""
SRR13343634,PRJNA686811,bovine gut metagenome,10,other,12671,"[""cow""]",,(unnanotated),""
SRR23595531,PRJNA937903,soil metagenome,9,other,33113,"[""Triticum aestivum""]",,(unnanotated),""
SRR11730286,PRJNA621248,rhizosphere metagenome,10,other,30507,"[""Populus deltoides""]",,(unnanotated),""
SRR8451840,PRJNA203445,food metagenome,10,other,96927,"[""Chicken""]",,(unnanotated),""
SRR5468194,PRJNA365270,marine metagenome,9,other,19294,"[""not applicable""]",,(unnanotated),""
SRR5456974,PRJNA365530,rhizosphere metagenome,13,other,53894,"[""not applicable""]",,(unnanotated),""
SRR26457504,PRJNA1029111,soil metagenome,14,other,68941,"[""not applicable""]",,(unnanotated),""
SRR10098313,PRJNA563872,bovine metagenome,13,other,16602,"[""Bos taurus""]",,(unnanotated),""
ERR4682354,PRJEB40815,wastewater metagenome,10,other,15737,,,(unnanotated),""
SRR22387978,PRJNA858913,groundwater metagenome,12,other,31561,,,(unnanotated),""
ERR7438490,PRJEB48889,Rinodina peloleuca,14,other,10526,,,(unnanotated),""
SRR8439258,PRJNA502502,soil metagenome,9,other,115721,"[""not applicable""]",,(unnanotated),""
ERR2683164,PRJEB27621,wastewater metagenome,9,other,14604,,,(unnanotated),""
SRR26457439,PRJNA1029064,soil metagenome,10,other,77433,"[""not applicable""]",,(unnanotated),""
SRR12550822,PRJNA632564,soil metagenome,9,other,18007,"[""not applicable""]",,(unnanotated),""
SRR5007138,PRJNA352798,marine metagenome,9,other,21061,,,(unnanotated),""
SRR13892590,PRJNA707313,cold seep metagenome,16,other,63112,,,(unnanotated),""
SRR24963330,PRJNA984925,bovine metagenome,8,other,12032,"[""Bos taurus""]",,(unnanotated),""
SRR11687776,PRJNA552582,glacier metagenome,16,other,119100,,,(unnanotated),""
SRR3954463,PRJNA330069,soil metagenome,9,other,37683,"[""not applicable""]",,(unnanotated),""
ERR7438303,PRJEB48889,Rinodina peloleuca,16,other,11923,,,(unnanotated),""
SRR6957363,PRJNA444392,rhizosphere metagenome,13,other,59158,"[""Panicum virgatum""]",,(unnanotated),""
